actor,timestamp,verb,xml,scenario,level,success,score
4A2294F4,2023-05-30T06:33:12.1200000Z,completed,,,,True,8441
4A2294F4,2023-05-30T06:33:16.8570000Z,exited,levels/repetiteur/niveau08.xml,,,,
4A2294F4,2023-05-30T06:33:24.2200000Z,launched,levels/blocklymaze/niveau06.xml,4 - selectionneur,niveau01,,
4A2294F4,2023-05-30T06:35:35.1840000Z,completed,,,,False,
4A2294F4,2023-05-30T06:35:37.5470000Z,exited,levels/blocklymaze/niveau06.xml,,,,
4A2294F4,2023-05-30T06:35:37.7650000Z,launched,levels/blocklymaze/niveau06.xml,4 - selectionneur,niveau01,,
4A2294F4,2023-05-30T06:37:21.3300000Z,completed,,,,False,
4A2294F4,2023-05-30T06:37:24.5250000Z,exited,levels/blocklymaze/niveau06.xml,,,,
4A2294F4,2023-05-30T06:37:24.7600000Z,launched,levels/blocklymaze/niveau06.xml,4 - selectionneur,niveau01,,
4A2294F4,2023-05-30T06:38:09.2210000Z,exited,levels/blocklymaze/niveau06.xml,,,,
4A2294F4,2023-05-30T06:38:16.8820000Z,launched,levels/repetiteur/niveau07.xml,3 - repetiteur,niveau08,,
4A2294F4,2023-05-30T06:38:20.4100000Z,exited,levels/repetiteur/niveau07.xml,,,,
4A2294F4,2023-05-30T06:38:28.4440000Z,launched,levels/blocklymaze/niveau06.xml,4 - selectionneur,niveau01,,
4A2294F4,2023-05-30T06:44:39.9660000Z,completed,,,,False,
4A2294F4,2023-05-30T06:44:42.4260000Z,exited,levels/blocklymaze/niveau06.xml,,,,
4A2294F4,2023-05-30T06:44:42.6420000Z,launched,levels/blocklymaze/niveau06.xml,4 - selectionneur,niveau01,,
4A2294F4,2023-05-30T06:45:04.9760000Z,completed,,,,True,4893
4A2294F4,2023-05-30T06:45:27.0100000Z,exited,levels/blocklymaze/niveau06.xml,,,,
4A2294F4,2023-05-30T06:45:27.2430000Z,launched,levels/infiltration/niveau14.xml,4 - selectionneur,niveau02,,
4A2294F4,2023-05-30T06:46:16.7750000Z,exited,levels/infiltration/niveau14.xml,,,,
4A2294F4,2023-05-30T06:46:19.1950000Z,launched,levels/infiltration/niveau14.xml,4 - selectionneur,niveau02,,
4A2294F4,2023-05-30T06:48:09.0880000Z,completed,,,,True,4999
